a1 a2 a3 a4 a5 a6 a7 RMSE it
1.000e-03 2.013e-01 6.519e-01 8.141e-01 7.727e-02 6.642e-02 4.460e-02 1.000e+10 100
1.572e-01 2.437e-01 9.010e-01 2.649e-01 6.335e-02 6.450e-02 2.502e-02 1.000e+10 100
7.613e-01 5.520e-01 1.000e+00 6.160e-01 5.503e-02 1.000e-01 9.909e-02 1.000e+10 100
9.108e-01 9.703e-01 6.221e-01 6.462e-02 7.514e-02 1.000e-01 9.619e-02 2.095e+00 100
4.030e-01 5.759e-01 9.144e-01 9.766e-02 1.000e-01 9.319e-02 6.142e-02 1.698e+00 100
4.568e-01 5.481e-01 1.000e+00 3.443e-01 7.752e-02 1.000e-01 8.459e-02 1.747e+00 100
6.745e-01 6.694e-01 1.000e+00 1.000e-03 9.049e-02 5.128e-02 4.952e-02 1.240e+00 100
7.549e-01 9.361e-01 6.893e-01 6.828e-02 7.857e-02 1.000e-01 7.091e-02 1.000e+10 100
1.000e+00 1.000e+00 9.971e-01 6.220e-02 9.360e-02 1.000e-01 9.716e-02 1.756e+00 100
7.913e-01 7.190e-01 9.421e-01 4.995e-01 1.000e-01 6.429e-02 4.788e-02 1.000e+10 100
1.000e+00 1.000e+00 8.521e-01 8.770e-02 1.000e-01 1.000e-01 1.000e-01 1.805e+00 100
4.877e-01 5.748e-01 6.943e-01 2.165e-02 9.857e-02 5.454e-02 4.946e-02 1.123e+00 100
6.010e-01 5.403e-01 1.000e+00 1.923e-01 9.703e-02 1.000e-01 1.000e-01 1.454e+00 100
6.342e-01 7.946e-01 6.254e-01 4.301e-02 6.289e-02 8.877e-02 5.675e-02 1.000e+10 100
8.534e-01 1.000e+00 1.000e+00 4.203e-01 1.000e-03 1.000e-01 7.802e-02 1.651e+00 100
9.266e-01 7.502e-01 7.631e-01 1.000e-03 6.960e-02 5.147e-02 6.513e-02 1.718e+00 100
9.735e-01 8.748e-01 8.878e-01 1.780e-01 9.246e-02 9.545e-02 1.000e-01 1.762e+00 100
3.445e-01 1.000e+00 1.000e+00 2.700e-01 9.843e-02 1.000e-01 2.619e-02 9.911e-01 100
4.000e-01 3.847e-01 1.000e+00 5.174e-01 7.910e-02 1.000e-01 1.000e-01 1.645e+00 100
3.650e-01 5.494e-01 6.610e-01 2.449e-01 1.000e-03 6.289e-02 4.590e-02 1.715e+00 100
6.970e-01 1.000e+00 8.704e-01 4.360e-02 6.923e-02 1.000e-01 7.905e-02 1.634e+00 100
8.378e-01 6.323e-01 7.306e-01 1.000e-03 1.000e-03 5.577e-02 7.500e-02 1.000e+10 100
1.000e+00 5.546e-01 1.000e+00 2.468e-02 6.471e-02 6.651e-02 1.000e-01 1.000e+10 100
2.900e-01 4.423e-01 1.000e+00 9.505e-02 1.000e-01 8.107e-02 6.938e-02 1.584e+00 100
9.207e-01 6.550e-01 5.422e-01 2.607e-01 1.000e-03 3.715e-02 4.828e-02 1.000e+10 100
7.360e-01 1.000e+00 1.000e+00 1.000e-03 7.911e-02 1.000e-01 1.000e-01 1.746e+00 100
9.040e-01 8.263e-01 9.638e-01 2.483e-01 4.818e-02 1.000e-01 1.000e-01 1.695e+00 100
2.654e-01 6.276e-01 1.000e+00 5.205e-01 5.535e-02 1.000e-01 3.554e-02 1.755e+00 100
4.414e-01 5.165e-01 1.000e+00 4.669e-01 8.048e-02 7.746e-02 5.610e-02 1.670e+00 100
2.796e-01 2.811e-01 9.152e-01 8.218e-01 1.000e-01 8.820e-02 1.000e-01 1.000e+10 100
1.000e+00 7.134e-01 1.000e+00 1.000e-03 1.000e-01 3.191e-02 3.629e-02 1.713e+00 100
5.753e-01 5.908e-01 1.000e+00 4.372e-01 1.601e-02 9.339e-02 8.700e-02 1.726e+00 100
1.000e-03 2.998e-01 5.477e-01 7.636e-02 8.266e-02 6.666e-02 8.225e-02 1.000e+10 100
1.000e+00 7.826e-01 1.000e+00 8.753e-02 1.000e-01 8.324e-02 1.000e-01 1.481e+00 100
1.000e+00 9.578e-01 8.940e-01 9.881e-02 8.889e-02 1.000e-01 9.704e-02 1.509e+00 100
2.540e-01 4.631e-01 1.000e+00 4.205e-01 7.126e-02 6.021e-02 2.490e-02 1.359e+00 100
1.000e+00 9.452e-01 1.411e-01 3.536e-01 1.629e-02 6.569e-02 9.185e-02 1.000e+10 100
5.949e-01 7.804e-01 9.332e-01 1.000e-03 1.000e-01 7.482e-02 6.590e-02 1.566e+00 100
6.563e-01 7.950e-01 5.439e-01 5.724e-02 4.523e-02 6.849e-02 5.408e-02 1.086e+00 100
1.000e+00 9.330e-01 1.000e+00 9.167e-02 8.931e-02 9.107e-02 1.000e-01 1.778e+00 100
5.409e-01 5.558e-01 1.000e+00 1.000e-03 8.435e-02 6.845e-02 1.000e-01 1.546e+00 100
6.712e-01 1.000e+00 1.000e+00 1.000e-03 1.000e-01 1.000e-01 6.795e-02 1.702e+00 100
9.653e-01 1.000e+00 3.697e-01 8.254e-02 7.190e-02 1.000e-01 9.096e-02 1.000e+10 100
6.346e-01 6.803e-01 5.242e-01 1.000e-03 6.641e-02 6.615e-02 4.925e-02 1.701e+00 100
2.516e-03 5.939e-01 4.381e-01 1.861e-01 1.000e-01 8.804e-02 5.920e-02 1.000e+10 100
1.000e+00 1.000e+00 7.486e-01 1.000e-03 1.000e-01 1.000e-01 1.000e-01 1.790e+00 100
1.000e-03 1.000e-03 1.538e-01 3.444e-01 4.494e-02 1.000e-01 9.491e-02 2.862e+00 100
1.000e+00 1.000e+00 1.000e+00 1.016e-01 9.473e-02 9.124e-02 1.000e-01 1.000e+10 100
5.704e-01 5.466e-01 1.000e+00 1.799e-01 9.095e-02 1.000e-01 1.000e-01 1.722e+00 100
5.638e-01 1.000e+00 9.659e-01 1.000e-03 1.000e-01 9.852e-02 7.086e-02 1.495e+00 100
1.000e+00 1.000e+00 3.261e-01 1.000e-03 7.621e-02 1.000e-01 1.000e-01 2.120e+00 100
7.976e-01 2.307e-01 1.000e+00 9.229e-02 1.000e-01 1.000e-01 1.000e-01 1.000e+10 100
1.000e+00 8.297e-01 1.000e+00 2.081e-01 1.000e-01 8.937e-02 1.000e-01 1.703e+00 100
7.077e-01 1.000e+00 3.440e-01 1.000e-03 6.732e-02 7.292e-02 5.140e-02 1.061e+00 100
8.161e-01 9.190e-01 4.161e-01 5.207e-02 7.455e-02 7.479e-02 6.109e-02 1.000e+10 100
1.000e+00 1.000e+00 8.330e-01 1.039e-01 8.397e-02 1.000e-01 9.548e-02 1.816e+00 100
6.022e-01 6.322e-01 6.368e-01 1.190e-01 9.644e-02 9.714e-02 9.439e-02 1.869e+00 100
8.938e-01 8.662e-01 1.000e+00 5.139e-02 6.934e-02 1.000e-01 8.553e-02 1.000e+10 100
1.000e+00 1.000e+00 6.197e-01 1.000e-03 1.000e-01 1.000e-01 9.401e-02 1.865e+00 100
1.000e+00 1.000e+00 4.566e-01 1.000e-03 1.000e-01 1.000e-01 1.000e-01 1.774e+00 100
1.115e-01 2.004e-01 4.300e-01 3.212e-01 9.337e-02 9.723e-02 4.674e-02 1.321e+00 100
6.422e-01 6.619e-01 7.869e-01 1.000e-03 8.111e-02 6.265e-02 7.686e-02 1.749e+00 100
9.780e-01 1.000e+00 1.000e+00 1.618e-01 1.000e-01 7.522e-02 6.591e-02 1.595e+00 100
2.260e-01 9.040e-02 9.180e-01 8.754e-01 7.266e-02 1.000e-01 9.220e-02 1.000e+10 100
6.478e-01 3.980e-01 7.677e-01 1.000e-03 7.367e-02 3.952e-02 7.200e-02 1.507e+00 100
5.450e-01 5.460e-01 8.799e-01 5.879e-01 1.035e-02 8.396e-02 9.517e-02 1.000e+10 100
1.000e+00 7.855e-01 1.000e+00 2.664e-01 1.000e-01 1.000e-01 1.000e-01 1.000e+10 100
4.272e-01 9.314e-01 9.796e-01 2.550e-01 5.207e-02 1.000e-01 4.611e-02 1.006e+00 100
6.573e-01 4.799e-01 6.700e-01 1.215e-01 9.254e-02 1.000e-01 3.992e-02 1.000e+10 100
5.904e-01 3.864e-01 7.317e-01 8.227e-01 1.000e-01 6.353e-02 1.000e-01 1.000e+10 100
1.000e-03 7.731e-01 5.844e-01 3.102e-01 1.000e-03 7.226e-02 8.006e-02 1.000e+10 100
1.000e+00 1.000e+00 7.294e-01 1.000e-03 1.000e-01 1.000e-01 1.000e-01 1.788e+00 100
8.748e-01 7.224e-01 9.564e-01 3.476e-01 9.852e-02 1.000e-01 8.046e-02 1.000e+10 100
4.449e-01 8.035e-01 5.978e-01 1.436e-01 4.731e-02 1.000e-01 8.315e-02 1.000e+10 100
1.000e+00 1.000e+00 8.078e-01 1.000e-03 1.000e-01 1.000e-01 1.000e-01 1.796e+00 100
3.566e-01 4.160e-01 5.431e-01 1.632e-01 1.000e-03 3.908e-02 3.358e-02 1.000e+10 100
6.890e-01 7.020e-01 8.664e-01 2.750e-01 6.402e-02 1.000e-01 1.000e-01 1.734e+00 100
1.000e+00 1.000e+00 3.144e-01 1.000e-03 8.912e-02 9.495e-02 8.842e-02 2.007e+00 100
2.451e-01 6.747e-01 6.246e-01 2.646e-01 9.475e-02 1.000e-01 2.594e-02 1.378e+00 100
7.423e-01 9.492e-01 1.131e-01 1.000e-03 3.825e-02 1.000e-01 8.020e-02 1.391e+00 100
5.847e-01 4.132e-01 4.042e-01 1.930e-01 6.395e-02 1.000e-01 3.531e-02 1.000e+10 100
1.000e+00 1.000e+00 4.223e-01 1.000e-03 1.000e-01 9.084e-02 8.690e-02 1.783e+00 100
5.855e-01 4.561e-01 9.350e-01 4.098e-01 3.571e-02 8.158e-02 9.443e-02 1.785e+00 100
9.508e-01 1.000e+00 9.459e-01 1.000e-03 6.257e-02 7.114e-02 8.879e-02 1.512e+00 100
3.150e-01 2.981e-01 1.000e+00 7.801e-01 1.000e-01 9.375e-02 9.977e-02 1.734e+00 100
1.000e+00 1.000e+00 1.000e+00 1.039e-01 9.436e-02 1.000e-01 1.000e-01 1.783e+00 100
1.000e+00 1.000e+00 2.992e-01 1.000e-03 3.827e-02 1.000e-01 1.000e-01 1.722e+00 100
8.479e-01 1.000e+00 8.365e-01 3.095e-01 7.354e-03 8.863e-02 6.940e-02 1.782e+00 100
1.000e+00 1.000e+00 4.764e-01 1.000e-03 4.765e-02 6.432e-02 5.856e-02 1.663e+00 100
6.808e-01 6.536e-01 1.000e+00 1.150e-01 9.469e-02 9.791e-02 9.642e-02 1.733e+00 100
1.000e+00 1.000e+00 4.040e-01 1.000e-03 1.000e-01 1.000e-01 9.251e-02 1.483e+00 100
2.216e-01 3.187e-01 7.148e-01 2.298e-01 1.000e-01 4.908e-02 3.240e-02 1.107e+00 100
1.000e+00 1.000e+00 5.762e-01 1.111e-01 9.598e-02 1.000e-01 8.972e-02 1.691e+00 100
3.137e-01 5.207e-01 5.161e-01 3.364e-01 1.000e-01 2.899e-02 1.000e-03 1.000e+10 100
5.480e-01 7.273e-01 1.000e+00 1.000e-03 9.161e-02 1.000e-01 1.000e-01 1.559e+00 100
1.089e-01 1.065e-01 1.000e+00 8.668e-01 8.298e-02 3.931e-02 3.859e-02 5.849e-01 100
1.000e+00 9.059e-01 9.331e-01 1.838e-01 1.000e-01 1.000e-01 1.000e-01 1.664e+00 100
1.000e+00 9.491e-01 9.911e-01 1.000e-03 1.000e-01 1.000e-01 1.000e-01 1.768e+00 100
6.998e-01 7.829e-01 3.270e-01 9.635e-02 2.602e-02 5.424e-02 3.561e-02 1.000e+10 100
6.563e-01 6.292e-01 6.240e-01 7.490e-02 9.276e-02 1.000e-01 1.000e-01 1.854e+00 100
1.000e+00 1.000e+00 1.000e+00 1.224e-01 1.000e-01 1.000e-01 9.784e-02 1.686e+00 100
7.302e-02 2.216e-01 3.335e-01 7.863e-01 9.301e-02 8.984e-02 9.507e-02 1.000e+10 100
9.796e-01 1.000e+00 9.073e-01 1.000e-03 4.785e-02 6.158e-02 7.321e-02 1.777e+00 100
9.837e-01 1.000e+00 3.848e-01 9.796e-02 1.000e-03 1.000e-01 1.000e-01 1.759e+00 100
1.000e+00 1.000e+00 7.140e-01 1.000e-03 1.000e-01 1.000e-01 1.000e-01 1.785e+00 100
1.000e+00 1.000e+00 9.373e-01 1.177e-01 9.786e-02 1.000e-01 1.000e-01 1.767e+00 100
8.681e-01 5.214e-01 1.000e+00 1.091e-01 7.394e-02 6.353e-02 6.813e-02 1.000e+10 100
1.000e+00 1.000e+00 6.050e-01 1.000e-03 1.000e-01 1.000e-01 9.809e-02 1.745e+00 100
6.295e-01 7.815e-01 6.558e-01 1.000e-03 6.709e-02 1.000e-01 1.000e-01 1.469e+00 100
8.965e-01 3.621e-01 6.149e-01 3.026e-01 5.075e-02 6.001e-02 7.126e-02 1.000e+10 100
1.000e+00 1.000e+00 7.964e-01 1.000e-03 9.167e-02 9.664e-02 1.000e-01 1.000e+10 100
4.123e-01 7.365e-01 7.195e-01 1.000e-03 1.000e-01 1.000e-01 7.122e-02 1.460e+00 100
1.275e-01 2.591e-01 8.181e-01 4.633e-01 7.490e-02 5.733e-02 2.406e-02 1.696e+00 100
1.000e+00 1.000e+00 6.472e-01 1.000e-03 1.000e-01 1.000e-01 9.015e-02 1.804e+00 100
9.940e-01 1.000e+00 2.494e-01 1.000e-03 3.913e-02 8.448e-02 9.007e-02 1.476e+00 100
4.173e-01 6.935e-01 1.000e+00 1.970e-01 5.449e-02 7.932e-02 6.825e-02 1.000e+10 100
4.490e-01 1.000e+00 6.047e-01 2.301e-01 3.540e-02 9.694e-02 4.291e-02 1.000e+10 100
1.000e+00 1.000e+00 3.651e-01 5.261e-02 1.000e-01 6.698e-02 5.940e-02 1.000e+10 100
5.655e-01 4.807e-01 1.000e+00 4.096e-01 2.196e-02 8.857e-02 1.000e-01 1.719e+00 100
6.184e-01 1.000e+00 8.551e-01 2.267e-01 5.037e-03 8.158e-02 5.530e-02 1.587e+00 100
1.507e-02 6.584e-01 9.375e-01 2.035e-01 9.715e-02 1.000e-01 9.881e-02 1.000e+10 100
7.957e-01 9.507e-01 9.732e-01 2.328e-01 8.208e-02 9.734e-02 7.293e-02 1.634e+00 100
2.616e-01 5.325e-01 9.914e-01 2.222e-01 8.257e-02 1.000e-01 5.844e-02 1.580e+00 100
9.441e-01 7.626e-01 1.000e+00 1.092e-01 8.676e-02 8.132e-02 1.000e-01 1.791e+00 100
1.000e-03 2.968e-01 4.461e-01 6.706e-01 2.893e-02 9.516e-02 7.784e-02 1.000e+10 100
8.106e-01 5.853e-01 5.792e-01 1.000e-03 5.802e-02 5.569e-02 8.356e-02 1.638e+00 100
1.000e+00 1.000e+00 4.741e-01 1.000e-03 9.502e-02 1.000e-01 1.000e-01 1.839e+00 100
6.818e-01 6.216e-01 9.071e-01 2.965e-01 9.592e-02 1.000e-01 1.000e-01 1.728e+00 100
6.524e-01 5.846e-01 9.057e-01 3.495e-01 3.757e-02 8.130e-02 8.820e-02 1.755e+00 100
1.000e+00 1.000e+00 4.436e-01 1.000e-03 9.609e-02 1.000e-01 8.873e-02 1.637e+00 100
1.870e-01 1.093e-01 7.799e-01 6.365e-01 6.038e-02 5.268e-02 1.000e-01 1.547e+00 100
3.893e-01 6.002e-01 9.871e-01 5.376e-02 9.955e-02 9.883e-02 9.561e-02 1.000e+10 100
1.000e+00 1.000e+00 8.634e-01 2.138e-01 4.877e-02 9.203e-02 8.304e-02 1.637e+00 100
1.000e+00 9.840e-01 1.000e+00 3.876e-01 2.080e-02 1.000e-01 1.000e-01 1.743e+00 100
1.000e+00 1.000e+00 5.567e-01 1.000e-03 1.000e-01 1.000e-01 1.000e-01 1.943e+00 100
5.831e-01 1.000e+00 2.595e-01 1.000e-03 5.706e-02 1.000e-01 5.795e-02 1.234e+00 100
9.865e-01 1.000e+00 4.376e-01 1.000e-03 8.947e-02 1.000e-01 1.000e-01 1.751e+00 100
1.100e-01 4.612e-01 1.000e+00 4.858e-01 8.888e-02 1.000e-01 8.532e-02 1.000e+10 100
1.000e+00 1.000e+00 5.038e-01 1.000e-03 1.000e-01 8.834e-02 7.926e-02 1.925e+00 100
1.000e+00 1.000e+00 1.380e-01 1.000e-03 2.865e-02 1.000e-01 1.000e-01 1.165e+00 100
5.870e-01 6.185e-01 7.835e-01 2.600e-01 6.439e-02 9.998e-02 1.000e-01 1.775e+00 100
5.789e-01 4.014e-01 1.000e+00 4.427e-01 9.457e-02 6.312e-02 8.646e-02 1.724e+00 100
1.000e+00 1.000e+00 1.000e+00 1.000e-03 6.687e-02 7.931e-02 1.000e-01 1.593e+00 100
1.000e+00 1.000e+00 9.137e-01 8.573e-02 9.308e-02 1.000e-01 1.000e-01 1.832e+00 100
2.566e-01 7.490e-01 1.000e+00 3.526e-01 9.175e-02 1.000e-01 3.378e-02 1.347e+00 100
6.160e-01 5.542e-01 8.330e-01 2.621e-01 1.000e-01 1.000e-01 1.000e-01 1.686e+00 100
2.008e-01 1.580e-01 1.990e-01 2.463e-01 7.335e-02 7.850e-02 9.874e-02 1.000e+10 100
3.992e-01 5.664e-01 4.610e-01 1.680e-01 7.461e-02 8.786e-02 4.974e-02 1.000e+10 100
6.380e-01 8.227e-01 6.619e-01 7.130e-02 5.161e-02 6.415e-02 4.635e-02 1.138e+00 100
9.095e-01 1.000e+00 5.447e-01 1.000e-03 1.000e-01 9.793e-02 9.246e-02 1.951e+00 100
1.000e+00 1.000e+00 1.000e+00 2.496e-01 4.669e-02 1.000e-01 1.000e-01 1.776e+00 100
1.000e+00 8.865e-01 7.356e-01 2.398e-01 3.098e-02 9.521e-02 1.000e-01 1.740e+00 150
1.000e+00 1.000e+00 6.270e-01 6.489e-02 1.000e-01 9.580e-02 9.178e-02 1.535e+00 150
9.232e-01 7.977e-01 1.000e+00 1.268e-01 8.824e-02 9.277e-02 1.000e-01 1.467e+00 150
1.000e+00 1.000e+00 5.083e-01 1.000e-03 9.880e-02 1.000e-01 9.211e-02 1.701e+00 150
5.943e-01 1.000e+00 6.954e-01 1.000e-03 8.943e-02 7.933e-02 4.516e-02 1.424e+00 150
1.000e+00 1.000e+00 2.692e-01 1.000e-03 5.508e-02 6.091e-02 5.032e-02 1.749e+00 150
4.170e-01 5.289e-01 6.414e-01 7.984e-02 7.319e-02 4.510e-02 2.679e-02 1.549e+00 150
4.951e-01 8.667e-01 9.832e-01 3.027e-02 1.000e-01 1.000e-01 6.006e-02 1.362e+00 150
1.000e+00 1.000e+00 1.880e-01 1.000e-03 3.051e-02 1.000e-01 1.000e-01 1.684e+00 150
1.000e+00 1.000e+00 1.000e+00 1.717e-01 8.295e-02 1.000e-01 9.589e-02 1.482e+00 150
6.664e-01 1.000e+00 4.288e-01 1.000e-03 5.699e-02 9.497e-02 6.209e-02 1.145e+00 150
1.000e+00 9.696e-01 6.243e-01 1.000e-03 1.000e-01 9.405e-02 1.000e-01 1.734e+00 150
5.216e-01 5.772e-01 7.214e-01 1.000e-03 9.135e-02 6.269e-02 5.770e-02 1.674e+00 150
1.000e+00 9.599e-01 1.000e+00 1.601e-01 8.799e-02 9.562e-02 1.000e-01 1.735e+00 150
1.000e+00 9.420e-01 1.000e+00 7.651e-02 9.922e-02 1.000e-01 1.000e-01 1.701e+00 150
1.000e+00 1.000e+00 6.058e-01 1.000e-03 5.541e-02 5.935e-02 5.719e-02 1.445e+00 150
4.697e-01 3.905e-01 8.186e-01 5.108e-01 1.593e-02 8.282e-02 8.983e-02 1.614e+00 150
8.010e-01 9.886e-01 6.558e-01 1.000e-03 6.474e-02 9.943e-02 9.268e-02 1.629e+00 150
7.572e-01 1.000e+00 6.745e-01 1.000e-03 6.953e-02 7.475e-02 6.343e-02 1.487e+00 150
7.270e-01 7.036e-01 1.000e+00 2.490e-01 1.000e-01 7.137e-02 6.459e-02 1.722e+00 150
3.268e-01 4.847e-01 1.000e+00 9.755e-02 1.000e-01 8.333e-02 7.802e-02 1.490e+00 150
8.475e-01 9.303e-01 4.623e-01 1.000e-03 1.000e-01 1.000e-01 8.377e-02 1.738e+00 150
1.000e+00 9.692e-01 3.755e-01 1.000e-03 8.498e-02 1.000e-01 9.551e-02 2.127e+00 150
6.440e-01 9.909e-01 8.637e-01 1.000e-03 8.789e-02 8.020e-02 5.510e-02 1.485e+00 150
7.846e-01 5.833e-01 8.035e-01 1.038e-01 3.796e-02 3.632e-02 5.007e-02 1.310e+00 150
2.469e-01 6.011e-01 1.000e+00 2.584e-01 1.000e-01 7.601e-02 3.208e-02 1.663e+00 150
4.644e-01 6.049e-01 1.000e+00 2.843e-01 1.401e-02 6.930e-02 5.847e-02 1.164e+00 150
1.000e+00 9.494e-01 1.000e+00 1.285e-01 1.000e-01 9.778e-02 1.000e-01 1.607e+00 150
5.577e-01 6.375e-01 7.130e-01 1.000e-03 1.000e-01 6.012e-02 5.536e-02 1.660e+00 150
1.000e+00 1.000e+00 8.090e-01 8.819e-02 1.000e-01 1.000e-01 1.000e-01 1.779e+00 150
9.746e-01 9.938e-01 6.097e-01 1.000e-03 1.000e-01 1.000e-01 1.000e-01 1.788e+00 150
7.442e-01 6.439e-01 1.000e+00 1.301e-01 1.000e-01 7.431e-02 9.046e-02 1.751e+00 150
4.696e-01 1.000e+00 4.959e-01 4.727e-02 8.048e-02 9.336e-02 3.408e-02 1.309e+00 150
5.065e-01 7.850e-01 8.778e-01 1.980e-02 1.000e-01 1.000e-01 7.836e-02 1.638e+00 150
1.000e+00 8.698e-01 7.444e-01 1.000e-03 6.814e-02 4.648e-02 5.641e-02 1.366e+00 150
8.093e-01 1.000e+00 7.818e-01 1.000e-03 7.311e-02 8.633e-02 7.972e-02 1.656e+00 150
7.744e-01 6.403e-01 1.000e+00 3.480e-01 2.483e-02 9.086e-02 1.000e-01 1.584e+00 150
4.871e-01 9.028e-01 5.967e-01 1.000e-03 1.000e-01 8.210e-02 4.384e-02 1.440e+00 150
4.603e-01 4.538e-01 1.000e+00 5.409e-01 1.000e-03 6.831e-02 6.702e-02 1.732e+00 150
5.409e-01 9.150e-01 1.000e+00 2.495e-02 8.734e-02 8.650e-02 6.113e-02 1.738e+00 150
1.000e+00 9.291e-01 9.531e-01 5.725e-02 9.639e-02 9.334e-02 1.000e-01 1.750e+00 150
1.807e-01 1.656e-01 9.195e-01 9.029e-01 1.000e-01 9.219e-02 9.409e-02 1.590e+00 150
5.616e-01 8.538e-01 1.000e+00 3.292e-03 9.964e-02 6.998e-02 5.820e-02 1.721e+00 150
8.329e-01 7.533e-01 7.306e-01 9.594e-02 2.776e-02 5.421e-02 6.713e-02 1.494e+00 150
4.104e-01 9.231e-01 5.558e-01 1.467e-01 6.666e-02 1.000e-01 4.424e-02 1.545e+00 150
6.070e-01 6.429e-01 7.408e-01 1.000e-03 8.874e-02 5.410e-02 5.227e-02 1.149e+00 150
4.678e-01 7.748e-01 7.443e-01 1.000e-03 9.880e-02 1.000e-01 6.766e-02 1.433e+00 150
3.581e-01 5.352e-01 9.085e-01 3.785e-01 6.976e-03 6.353e-02 3.403e-02 1.627e+00 150
4.089e-01 7.713e-01 7.275e-01 2.451e-02 1.000e-01 9.267e-02 5.985e-02 1.589e+00 150
9.663e-02 2.577e-01 7.716e-01 8.007e-01 1.000e-01 9.069e-02 2.740e-02 5.974e-01 150
5.904e-01 9.259e-01 4.707e-01 1.469e-01 2.058e-02 7.280e-02 4.455e-02 1.424e+00 150
6.848e-01 8.286e-01 5.469e-01 1.000e-03 6.099e-02 7.493e-02 7.147e-02 1.494e+00 150
1.000e+00 1.000e+00 1.588e-01 1.000e-03 2.619e-02 1.000e-01 1.000e-01 1.154e+00 150
1.000e+00 7.013e-01 1.000e+00 1.000e-03 6.466e-02 4.461e-02 7.135e-02 1.753e+00 150
9.869e-01 1.000e+00 1.000e+00 2.295e-01 1.000e-01 1.000e-01 8.784e-02 1.660e+00 150
1.590e-01 4.683e-01 1.000e+00 6.055e-01 9.372e-02 1.000e-01 2.863e-02 8.774e-01 150
9.989e-01 8.139e-01 9.218e-01 1.304e-01 6.952e-02 9.030e-02 1.000e-01 1.495e+00 150
1.000e+00 7.094e-01 1.000e+00 2.079e-01 4.829e-02 7.645e-02 1.000e-01 1.733e+00 150
1.000e+00 9.768e-01 5.060e-01 5.749e-02 2.812e-02 5.280e-02 4.710e-02 1.233e+00 150
3.745e-01 6.360e-01 9.895e-01 7.132e-02 1.000e-01 9.493e-02 6.776e-02 1.428e+00 150
9.971e-01 9.008e-01 1.000e+00 1.185e-01 9.417e-02 9.823e-02 1.000e-01 1.540e+00 150
1.000e+00 1.000e+00 4.621e-01 1.000e-03 1.000e-01 1.000e-01 1.000e-01 1.765e+00 150
4.050e-01 4.777e-01 9.033e-01 2.511e-01 3.939e-02 6.998e-02 5.959e-02 1.657e+00 150
6.808e-01 6.269e-01 9.436e-01 1.938e-01 1.000e-01 1.000e-01 1.000e-01 1.615e+00 150
1.000e+00 9.651e-01 9.397e-01 2.000e-01 5.978e-02 9.970e-02 1.000e-01 1.703e+00 150
1.000e+00 7.773e-01 9.103e-01 7.925e-02 9.100e-02 7.657e-02 1.000e-01 1.742e+00 150
8.584e-01 8.069e-01 5.830e-01 1.117e-01 7.623e-02 8.873e-02 8.920e-02 1.733e+00 150
4.860e-01 3.098e-01 1.000e+00 2.209e-01 3.526e-02 3.197e-02 5.489e-02 1.466e+00 150
1.000e+00 9.858e-01 1.000e+00 1.423e-01 8.640e-02 1.000e-01 9.542e-02 1.504e+00 150
4.123e-01 6.776e-01 7.021e-01 1.000e-03 1.000e-01 8.402e-02 5.924e-02 1.545e+00 150
1.000e+00 1.000e+00 4.134e-01 4.770e-02 2.708e-02 1.000e-01 1.000e-01 1.703e+00 150
5.305e-01 8.673e-01 3.670e-01 1.310e-02 8.152e-02 6.953e-02 3.841e-02 1.319e+00 150
4.139e-01 5.715e-01 4.712e-01 1.000e-03 8.336e-02 8.608e-02 7.013e-02 1.372e+00 150
1.000e+00 1.000e+00 6.083e-01 1.000e-03 1.000e-01 9.894e-02 1.000e-01 1.779e+00 150
3.513e-01 5.099e-01 9.061e-01 1.000e-03 9.601e-02 9.461e-02 1.000e-01 1.527e+00 150
3.887e-01 4.247e-01 6.415e-01 4.951e-01 7.831e-02 1.000e-01 8.075e-02 1.732e+00 150
1.000e+00 9.392e-01 7.144e-01 1.079e-01 7.002e-02 1.000e-01 9.699e-02 1.486e+00 150
5.705e-01 6.623e-01 8.127e-01 1.000e-03 1.000e-01 6.478e-02 6.501e-02 1.491e+00 150
6.694e-01 5.775e-01 1.000e+00 2.239e-01 1.000e-01 8.544e-02 1.000e-01 1.697e+00 150
1.000e+00 9.866e-01 8.600e-01 1.350e-01 8.996e-02 9.709e-02 9.429e-02 1.607e+00 150
6.994e-01 2.167e-01 8.444e-01 1.688e-01 1.000e-01 3.084e-02 1.000e-01 1.677e+00 150
9.841e-01 1.000e+00 1.000e+00 1.741e-01 1.000e-01 1.000e-01 9.194e-02 1.774e+00 150
4.667e-01 1.000e+00 1.000e+00 1.441e-01 9.521e-02 8.813e-02 3.096e-02 1.348e+00 150
5.922e-01 7.832e-01 1.000e+00 3.070e-02 1.000e-01 6.127e-02 5.426e-02 1.523e+00 150
5.370e-01 1.000e+00 5.029e-01 1.000e-03 1.000e-01 8.453e-02 4.484e-02 1.120e+00 150
1.000e+00 9.275e-01 7.072e-01 1.000e-03 1.000e-01 1.000e-01 1.000e-01 1.746e+00 150
9.511e-01 8.572e-01 7.814e-01 4.831e-02 9.680e-02 9.792e-02 9.939e-02 1.500e+00 150
5.520e-01 6.077e-01 1.000e+00 1.000e-03 1.000e-01 5.927e-02 6.079e-02 1.405e+00 150
2.530e-01 2.503e-01 7.232e-01 1.055e-01 1.000e-01 5.594e-02 6.044e-02 9.539e-01 150
